,game_id,data_set,date,away_score,home_score,away_team,home_team,W_or_L,num_block,shots_made,shots_missed,turnover,top_player_score,num_players,num_assist,ft_last2min,ft_total,ft_pct,scorediff,fg_pct
93922,21600200,2016-2017 Regular Season,11/21/2016,101,106,PHX,WAS,win,69,37,54,12,42,3,25,5,34,0.647058824,5,0.406593407
94365,21600201,2016-2017 Regular Season,11/21/2016,105,90,MEM,CHA,lose,63,30,43,11,23,5,20,2,33,0.636363636,-1,0.410958904
94860,21600202,2016-2017 Regular Season,11/21/2016,120,83,GSW,IND,lose,66,33,70,13,21,3,13,2,12,0.916666667,-1,0.32038835
95350,21600203,2016-2017 Regular Season,11/21/2016,99,96,HOU,DET,lose,63,36,51,17,26,5,19,10,24,0.708333333,-2,0.413793103
95816,21600204,2016-2017 Regular Season,11/21/2016,89,93,ORL,MIL,win,54,35,51,15,22,3,25,7,21,0.714285714,1,0.406976744
96267,21600205,2016-2017 Regular Season,11/21/2016,99,93,BOS,MIN,lose,68,36,50,16,27,5,23,8,25,0.68,-1,0.418604651
96706,21600206,2016-2017 Regular Season,11/21/2016,91,96,DAL,SAS,win,53,35,40,14,24,4,24,7,25,0.72,1,0.466666667
97169,21600207,2016-2017 Regular Season,11/21/2016,115,123,TOR,LAC,win,55,39,35,15,26,6,23,11,42,0.833333333,-1,0.527027027
97619,21600208,2016-2017 Regular Season,11/22/2016,103,107,POR,NYK,win,60,45,51,13,31,4,26,2,8,1,0,0.46875
98035,21600209,2016-2017 Regular Season,11/22/2016,112,94,NOP,ATL,lose,52,39,46,17,14,6,22,,10,0.6,2,0.458823529
98512,21600210,2016-2017 Regular Season,11/22/2016,107,110,CHI,DEN,win,67,43,57,11,24,6,26,9,17,0.823529412,2,0.43
98957,21600211,2016-2017 Regular Season,11/22/2016,109,111,OKC,LAL,win,54,42,41,18,18,6,25,,16,0.8125,-4,0.506024096
99549,21600212,2016-2017 Regular Season,11/23/2016,104,99,MEM,PHI,lose,85,35,58,27,22,5,24,13,23,0.739130435,1,0.376344086
99989,21600213,2016-2017 Regular Season,11/23/2016,119,114,SAS,CHA,lose,59,45,44,17,26,8,30,7,18,0.722222222,1,0.505617978
100437,21600214,2016-2017 Regular Season,11/23/2016,92,87,PHX,ORL,lose,68,33,58,11,25,3,17,8,23,0.608695652,0,0.362637363
100880,21600215,2016-2017 Regular Season,11/23/2016,125,137,POR,CLE,win,55,48,42,11,40,4,30,1,27,0.740740741,-1,0.533333333
101349,21600216,2016-2017 Regular Season,11/23/2016,96,85,ATL,IND,lose,50,34,50,21,24,4,16,2,14,0.714285714,-1,0.404761905
101829,21600217,2016-2017 Regular Season,11/23/2016,111,92,BOS,BKN,lose,64,34,52,20,23,5,18,2,22,0.636363636,1,0.395348837
102274,21600218,2016-2017 Regular Season,11/23/2016,84,107,MIA,DET,win,63,40,41,14,22,5,22,4,25,0.84,-5,0.49382716
102706,21600219,2016-2017 Regular Season,11/23/2016,115,102,TOR,HOU,lose,51,38,40,30,30,5,29,2,12,1,-3,0.487179487
103151,21600220,2016-2017 Regular Season,11/23/2016,124,104,LAC,DAL,lose,54,38,46,17,22,5,23,2,18,0.944444444,5,0.452380952
103641,21600221,2016-2017 Regular Season,11/23/2016,83,108,DEN,UTA,win,73,39,40,14,22,5,19,4,31,0.709677419,2,0.493670886
104104,21600222,2016-2017 Regular Season,11/23/2016,96,117,MIN,NOP,win,61,45,38,17,45,4,27,3,23,0.782608696,-2,0.542168675
104576,21600223,2016-2017 Regular Season,11/23/2016,106,149,LAL,GSW,win,64,53,33,11,31,4,47,4,35,0.685714286,7,0.61627907
105039,21600224,2016-2017 Regular Season,11/23/2016,101,116,OKC,SAC,win,65,44,50,11,36,3,26,4,17,0.941176471,2,0.468085106
105914,21600226,2016-2017 Regular Season,11/25/2016,94,91,WAS,ORL,lose,64,35,45,20,19,4,18,4,20,0.7,-2,0.4375
106354,21600227,2016-2017 Regular Season,11/25/2016,90,128,DAL,CLE,win,63,43,42,15,27,4,30,2,24,0.916666667,-5,0.505882353
106838,21600228,2016-2017 Regular Season,11/25/2016,111,113,CHA,NYK,win,67,45,52,17,35,4,26,2,13,0.923076923,2,0.463917526
107302,21600229,2016-2017 Regular Season,11/25/2016,105,89,CHI,PHI,lose,57,31,47,21,14,6,18,3,22,0.818181818,5,0.397435897
107715,21600230,2016-2017 Regular Season,11/25/2016,97,108,LAC,DET,win,57,47,43,10,17,6,26,2,7,0.714285714,4,0.522222222
108161,21600231,2016-2017 Regular Season,11/25/2016,68,95,ATL,UTA,win,69,35,45,16,24,4,17,,18,0.833333333,-3,0.4375
108567,21600232,2016-2017 Regular Season,11/25/2016,105,99,TOR,MIL,lose,54,40,39,12,29,4,26,4,12,0.583333333,-5,0.506329114
109035,21600233,2016-2017 Regular Season,11/25/2016,90,81,MIA,MEM,lose,71,29,53,19,16,2,14,4,23,0.826086957,4,0.353658537
109469,21600234,2016-2017 Regular Season,11/25/2016,97,118,BKN,IND,win,58,48,39,16,20,6,25,,16,0.6875,1,0.551724138
110005,21600235,2016-2017 Regular Season,11/25/2016,132,129,OKC,DEN,lose,73,48,53,17,32,5,34,13,27,0.777777778,-5,0.475247525
110487,21600236,2016-2017 Regular Season,11/25/2016,98,85,MIN,PHX,lose,67,32,47,26,23,3,17,,21,0.714285714,-2,0.405063291
110944,21600237,2016-2017 Regular Season,11/25/2016,104,119,NOP,POR,win,73,47,53,11,27,5,30,,17,0.764705882,4,0.47
111417,21600238,2016-2017 Regular Season,11/25/2016,109,85,GSW,LAL,lose,66,32,58,19,20,3,20,3,23,0.695652174,-7,0.355555556
111850,21600239,2016-2017 Regular Season,11/25/2016,117,104,HOU,SAC,lose,52,39,41,16,32,5,24,,21,0.80952381,-4,0.4875
112295,21600240,2016-2017 Regular Season,11/26/2016,112,100,SAS,WAS,lose,53,42,46,14,25,5,21,4,14,0.714285714,1,0.477272727
112803,21600241,2016-2017 Regular Season,11/26/2016,102,107,NYK,CHA,win,77,35,45,10,28,5,16,10,42,0.69047619,-2,0.4375
113241,21600242,2016-2017 Regular Season,11/26/2016,88,106,DET,OKC,win,70,42,41,12,21,5,23,,26,0.538461538,5,0.506024096
113671,21600243,2016-2017 Regular Season,11/26/2016,110,107,MEM,MIA,lose,57,40,41,10,28,7,18,6,24,0.666666667,2,0.49382716
114097,21600244,2016-2017 Regular Season,11/26/2016,102,115,MIN,GSW,win,57,45,36,19,34,3,25,6,17,0.823529412,3,0.555555556
114570,21600245,2016-2017 Regular Season,11/27/2016,112,108,CLE,PHI,lose,64,43,49,17,22,7,29,3,10,0.7,7,0.467391304
115084,21600246,2016-2017 Regular Season,11/27/2016,120,114,DEN,PHX,lose,62,36,53,11,35,5,11,10,36,0.861111111,5,0.404494382
115532,21600247,2016-2017 Regular Season,11/27/2016,122,105,SAC,BKN,lose,50,38,49,18,22,4,19,,14,0.928571429,2,0.436781609
115977,21600248,2016-2017 Regular Season,11/27/2016,104,96,MIL,ORL,lose,56,38,54,8,27,5,24,2,17,0.764705882,0,0.413043478
116417,21600249,2016-2017 Regular Season,11/27/2016,70,91,LAC,IND,win,66,40,52,14,17,5,26,1,7,0.857142857,2,0.434782609
116836,21600250,2016-2017 Regular Season,11/27/2016,81,91,NOP,DAL,win,55,32,45,12,23,4,19,4,20,0.85,4,0.415584416
117745,21600252,2016-2017 Regular Season,11/27/2016,94,109,ATL,LAL,win,73,42,53,9,21,4,20,1,20,0.85,-2,0.442105263
118263,21600253,2016-2017 Regular Season,11/28/2016,95,101,SAC,WAS,win,76,35,50,24,31,5,22,8,26,0.807692308,3,0.411764706
118703,21600254,2016-2017 Regular Season,11/28/2016,95,122,PHI,TOR,win,57,42,35,14,24,6,22,8,31,0.806451613,-1,0.545454545
119165,21600255,2016-2017 Regular Season,11/28/2016,112,103,OKC,NYK,lose,57,36,55,5,30,4,20,2,28,0.892857143,0,0.395604396
119629,21600256,2016-2017 Regular Season,11/28/2016,112,104,BOS,MIA,lose,60,38,42,14,27,4,24,10,32,0.6875,2,0.475
120101,21600257,2016-2017 Regular Season,11/28/2016,104,85,CHA,MEM,lose,67,36,53,13,19,3,21,,13,0.461538462,1,0.404494382
120545,21600258,2016-2017 Regular Season,11/28/2016,112,103,UTA,MIN,lose,49,36,45,15,28,6,26,9,25,0.96,2,0.444444444
121037,21600259,2016-2017 Regular Season,11/28/2016,100,105,ATL,GSW,win,61,37,48,16,25,4,25,4,24,0.791666667,0,0.435294118
121468,21600260,2016-2017 Regular Season,11/29/2016,112,89,DET,CHA,lose,54,31,47,14,23,3,21,4,21,0.857142857,1,0.397435897
122083,21600261,2016-2017 Regular Season,11/29/2016,122,127,LAC,BKN,win,82,45,59,13,38,5,22,11,36,0.666666667,7,0.432692308
122541,21600262,2016-2017 Regular Season,11/29/2016,101,118,CLE,MIL,win,60,46,40,18,34,5,27,4,23,0.826086957,-4,0.534883721
122996,21600263,2016-2017 Regular Season,11/29/2016,88,105,LAL,NOP,win,66,38,50,9,41,3,24,6,25,0.84,-2,0.431818182
123442,21600264,2016-2017 Regular Season,11/29/2016,95,83,ORL,SAS,lose,60,28,48,19,21,3,19,4,26,0.846153846,1,0.368421053
123882,21600265,2016-2017 Regular Season,11/29/2016,101,120,HOU,UTA,win,59,41,33,10,31,5,23,2,27,0.851851852,-4,0.554054054
124324,21600267,2016-2017 Regular Season,11/30/2016,121,114,DET,BOS,lose,44,40,51,6,27,6,26,6,20,0.95,4,0.43956044
124779,21600268,2016-2017 Regular Season,11/30/2016,105,120,MEM,TOR,win,56,38,31,20,29,5,23,5,33,0.848484848,0,0.550724638
125312,21600269,2016-2017 Regular Season,11/30/2016,96,90,LAL,CHI,lose,67,32,59,15,22,5,22,6,29,0.75862069,-3,0.351648352
125852,21600270,2016-2017 Regular Season,11/30/2016,115,126,WAS,OKC,win,73,46,49,15,35,6,28,6,31,0.709677419,14,0.484210526
126311,21600271,2016-2017 Regular Season,11/30/2016,106,104,NYK,MIN,lose,65,34,43,16,47,3,17,2,39,0.820512821,1,0.441558442
126732,21600272,2016-2017 Regular Season,11/30/2016,94,87,SAS,DAL,lose,50,33,44,13,26,4,16,2,14,0.785714286,-3,0.428571429
127235,21600273,2016-2017 Regular Season,11/30/2016,106,98,MIA,DEN,lose,77,38,53,19,17,5,28,8,24,0.625,1,0.417582418
127697,21600274,2016-2017 Regular Season,11/30/2016,107,109,ATL,PHX,win,61,40,49,19,23,5,15,9,25,0.76,1,0.449438202
128126,21600275,2016-2017 Regular Season,11/30/2016,109,131,IND,POR,win,53,51,43,9,28,6,29,,19,0.894736842,5,0.542553191
128579,21600276,2016-2017 Regular Season,12/1/2016,87,97,DAL,CHA,win,65,35,39,12,18,5,24,6,31,0.709677419,7,0.472972973
129042,21600277,2016-2017 Regular Season,12/1/2016,111,93,MIL,BKN,lose,59,34,55,19,15,4,20,,16,0.8125,4,0.382022472
129516,21600278,2016-2017 Regular Season,12/1/2016,94,95,ORL,MEM,win,60,33,46,11,25,3,18,6,28,0.785714286,2,0.417721519
129996,21600279,2016-2017 Regular Season,12/1/2016,113,94,LAC,CLE,lose,59,28,41,19,28,4,12,2,39,0.743589744,5,0.405797101
130392,21600280,2016-2017 Regular Season,12/1/2016,111,110,MIA,UTA,lose,43,40,33,11,32,5,24,,17,0.764705882,2,0.547945205
131013,21600281,2016-2017 Regular Season,12/1/2016,132,127,HOU,GSW,lose,81,43,61,19,39,5,31,11,37,0.783783784,-4,0.413461538
131461,21600282,2016-2017 Regular Season,12/2/2016,105,88,ORL,PHI,lose,64,36,59,12,25,2,24,4,10,0.7,4,0.378947368
131937,21600283,2016-2017 Regular Season,12/2/2016,92,97,SAC,BOS,win,62,36,52,15,26,4,25,9,15,0.933333333,0,0.409090909
132382,21600284,2016-2017 Regular Season,12/2/2016,80,113,LAL,TOR,win,62,45,38,13,24,5,25,2,13,0.846153846,5,0.542168675
132848,21600285,2016-2017 Regular Season,12/2/2016,114,118,MIN,NYK,win,57,41,45,15,29,5,26,6,30,0.8,0,0.476744186
133264,21600286,2016-2017 Regular Season,12/2/2016,105,111,CLE,CHI,win,62,47,49,14,26,5,31,2,17,0.823529412,0,0.489583333
133692,21600287,2016-2017 Regular Season,12/2/2016,114,96,LAC,NOP,lose,52,39,46,13,21,3,21,,21,0.619047619,2,0.458823529
134586,21600289,2016-2017 Regular Season,12/2/2016,105,107,WAS,SAS,win,52,39,41,17,23,5,27,6,33,0.636363636,-1,0.4875
135069,21600290,2016-2017 Regular Season,12/2/2016,128,110,HOU,DEN,lose,71,46,58,18,24,5,22,,16,0.5625,-1,0.442307692
135588,21600291,2016-2017 Regular Season,12/3/2016,103,112,BKN,MIL,win,75,40,45,12,20,6,25,14,36,0.722222222,3,0.470588235
136119,21600292,2016-2017 Regular Season,12/3/2016,125,120,MIN,CHA,lose,75,44,57,16,22,5,30,4,26,0.692307692,-9,0.435643564
136559,21600293,2016-2017 Regular Season,12/3/2016,84,128,ATL,TOR,win,63,53,39,16,21,8,28,1,11,0.818181818,5,0.576086957
137022,21600294,2016-2017 Regular Season,12/3/2016,107,106,BOS,PHI,lose,53,35,41,18,21,6,20,8,26,0.807692308,1,0.460526316
137476,21600295,2016-2017 Regular Season,12/3/2016,100,103,LAL,MEM,win,59,41,47,12,31,3,32,4,15,0.733333333,-1,0.465909091
137926,21600296,2016-2017 Regular Season,12/3/2016,82,107,CHI,DAL,win,52,40,47,10,26,4,31,2,18,0.777777778,5,0.459770115
138360,21600297,2016-2017 Regular Season,12/3/2016,98,105,DEN,UTA,win,57,35,43,9,32,4,20,8,28,0.928571429,2,0.448717949
138815,21600298,2016-2017 Regular Season,12/3/2016,92,99,MIA,POR,win,66,36,53,10,19,5,19,4,24,0.75,7,0.404494382
139277,21600299,2016-2017 Regular Season,12/3/2016,109,138,PHX,GSW,win,56,49,29,18,31,5,37,2,34,0.764705882,1,0.628205128
139678,21600300,2016-2017 Regular Season,12/4/2016,98,92,ORL,DET,lose,60,38,48,14,21,5,16,2,13,0.461538462,5,0.441860465
140179,21600301,2016-2017 Regular Season,12/4/2016,92,101,NOP,OKC,win,77,41,48,16,28,4,24,4,26,0.5,5,0.460674157
140680,21600302,2016-2017 Regular Season,12/4/2016,98,106,SAC,NYK,win,75,39,49,19,20,4,20,4,24,0.708333333,3,0.443181818
141172,21600303,2016-2017 Regular Season,12/4/2016,111,102,IND,LAC,lose,64,36,45,22,24,4,19,9,28,0.714285714,-2,0.444444444
141665,21600304,2016-2017 Regular Season,12/5/2016,106,98,DEN,PHI,lose,61,35,51,19,17,6,20,4,23,0.739130435,-2,0.406976744
142124,21600305,2016-2017 Regular Season,12/5/2016,116,112,CLE,TOR,lose,55,38,50,9,31,4,22,10,27,0.851851852,8,0.431818182
142588,21600306,2016-2017 Regular Season,12/5/2016,118,113,WAS,BKN,lose,65,40,41,22,25,4,25,4,30,0.733333333,2,0.49382716
143077,21600307,2016-2017 Regular Season,12/5/2016,102,99,OKC,ATL,lose,61,34,43,18,24,5,26,2,32,0.75,4,0.441558442
143562,21600308,2016-2017 Regular Season,12/5/2016,112,110,POR,CHI,lose,68,35,48,16,34,4,16,8,38,0.868421053,5,0.421686747
144030,21600309,2016-2017 Regular Season,12/5/2016,97,96,SAS,MIL,lose,59,30,43,15,23,4,16,2,34,0.882352941,-4,0.410958904
144571,21600310,2016-2017 Regular Season,12/5/2016,110,108,MEM,NOP,lose,70,39,60,13,28,3,21,2,21,0.952380952,-3,0.393939394
145033,21600311,2016-2017 Regular Season,12/5/2016,106,107,BOS,HOU,win,62,34,42,17,37,4,20,2,31,0.870967742,-1,0.447368421
145481,21600312,2016-2017 Regular Season,12/5/2016,109,101,CHA,DAL,lose,44,37,52,7,29,5,23,4,18,0.777777778,1,0.415730337
145937,21600313,2016-2017 Regular Season,12/5/2016,107,101,UTA,LAL,lose,67,39,48,11,38,4,15,4,23,0.782608696,2,0.448275862
146422,21600314,2016-2017 Regular Season,12/5/2016,106,142,IND,GSW,win,68,54,50,11,60,4,45,,26,0.769230769,0,0.519230769
146900,21600315,2016-2017 Regular Season,12/6/2016,124,116,ORL,WAS,lose,63,44,49,14,52,3,20,4,24,0.708333333,5,0.47311828
147365,21600316,2016-2017 Regular Season,12/6/2016,114,103,NYK,MIA,lose,64,38,51,11,29,4,21,2,27,0.592592593,2,0.426966292
147819,21600317,2016-2017 Regular Season,12/6/2016,91,102,CHI,DET,win,61,40,48,9,22,4,24,10,21,0.666666667,2,0.454545455
148335,21600318,2016-2017 Regular Season,12/6/2016,91,96,PHI,MEM,win,78,33,53,13,26,5,18,9,35,0.8,7,0.38372093
148763,21600319,2016-2017 Regular Season,12/6/2016,105,91,SAS,MIN,lose,55,36,46,15,25,5,19,5,18,0.666666667,4,0.43902439
149230,21600320,2016-2017 Regular Season,12/6/2016,105,112,PHX,UTA,win,49,36,37,16,28,5,23,5,32,0.875,5,0.493150685
149674,21600321,2016-2017 Regular Season,12/7/2016,77,87,DET,CHA,win,67,30,58,7,25,4,13,2,29,0.724137931,2,0.340909091
150145,21600322,2016-2017 Regular Season,12/7/2016,117,87,BOS,ORL,lose,56,30,51,14,15,4,20,4,24,0.666666667,-2,0.37037037
150662,21600323,2016-2017 Regular Season,12/7/2016,111,116,DEN,BKN,win,60,41,44,15,24,6,18,10,31,0.806451613,-3,0.482352941
151103,21600324,2016-2017 Regular Season,12/7/2016,95,103,MIA,ATL,win,64,43,45,15,23,4,27,,15,0.866666667,0,0.488636364
151549,21600325,2016-2017 Regular Season,12/7/2016,107,115,POR,MIL,win,56,40,37,11,27,6,19,8,37,0.675675676,0,0.519480519
152040,21600326,2016-2017 Regular Season,12/7/2016,95,134,LAL,HOU,win,66,51,43,21,26,7,35,7,21,0.80952381,-1,0.542553191
152482,21600327,2016-2017 Regular Season,12/7/2016,126,94,CLE,NYK,lose,54,35,52,16,16,4,22,2,15,0.866666667,-4,0.402298851
152932,21600328,2016-2017 Regular Season,12/7/2016,120,89,SAC,DAL,lose,53,32,46,23,20,4,17,4,20,0.75,2,0.41025641
153409,21600329,2016-2017 Regular Season,12/7/2016,109,94,IND,PHX,lose,55,34,51,21,15,6,17,,18,0.944444444,-5,0.4
153906,21600330,2016-2017 Regular Season,12/7/2016,115,98,GSW,LAC,lose,68,36,56,13,21,6,15,2,24,0.75,0,0.391304348
154366,21600331,2016-2017 Regular Season,12/8/2016,110,124,MIN,TOR,win,55,43,44,10,27,5,25,8,33,0.787878788,5,0.494252874
154816,21600332,2016-2017 Regular Season,12/8/2016,85,92,DEN,WAS,win,52,35,43,21,26,3,21,4,17,0.941176471,4,0.448717949
155353,21600333,2016-2017 Regular Season,12/8/2016,86,88,POR,MEM,win,82,31,56,13,36,3,13,10,30,0.666666667,4,0.356321839
155808,21600334,2016-2017 Regular Season,12/8/2016,99,88,PHI,NOP,lose,68,33,51,12,26,2,18,2,22,0.681818182,0,0.392857143
156276,21600335,2016-2017 Regular Season,12/8/2016,106,99,GSW,UTA,lose,59,37,52,16,21,4,20,10,21,0.714285714,5,0.415730337
156741,21600336,2016-2017 Regular Season,12/8/2016,91,95,SAS,CHI,win,67,35,45,22,20,5,24,4,27,0.777777778,-3,0.4375
158076,21600339,2016-2017 Regular Season,12/9/2016,101,94,TOR,BOS,lose,60,31,52,14,19,4,24,8,22,0.681818182,0,0.373493976
158550,21600340,2016-2017 Regular Season,12/9/2016,114,110,ATL,MIL,lose,59,44,50,16,27,6,26,4,14,0.714285714,-5,0.468085106
159491,21600342,2016-2017 Regular Season,12/9/2016,117,90,DET,MIN,lose,52,37,41,12,16,5,19,1,20,0.65,4,0.474358974
159906,21600343,2016-2017 Regular Season,12/9/2016,103,111,IND,DAL,win,47,39,41,9,26,5,23,2,24,0.75,-2,0.4875
160396,21600344,2016-2017 Regular Season,12/9/2016,119,115,PHX,LAL,lose,66,40,47,17,35,6,18,8,34,0.764705882,1,0.459770115
160871,21600345,2016-2017 Regular Season,12/9/2016,103,100,NYK,SAC,lose,54,35,52,8,28,6,24,6,27,0.851851852,-2,0.402298851
161316,21600346,2016-2017 Regular Season,12/10/2016,105,110,MIL,WAS,win,56,40,48,10,24,5,29,6,28,0.785714286,0,0.454545455
161771,21600347,2016-2017 Regular Season,12/10/2016,121,113,DEN,ORL,lose,51,43,45,5,24,6,27,6,24,0.666666667,-4,0.488636364
162209,21600348,2016-2017 Regular Season,12/10/2016,111,118,POR,IND,win,50,40,43,15,37,5,24,4,28,0.821428571,6,0.481927711
162652,21600349,2016-2017 Regular Season,12/10/2016,105,116,CHA,CLE,win,55,42,31,18,44,5,25,3,28,0.678571429,-1,0.575342466
163108,21600350,2016-2017 Regular Season,12/10/2016,100,105,MIA,CHI,win,62,38,46,11,31,3,17,4,31,0.903225806,2,0.452380952
163572,21600351,2016-2017 Regular Season,12/10/2016,89,110,GSW,MEM,win,61,38,49,12,19,7,23,1,29,0.896551724,-1,0.436781609
163984,21600352,2016-2017 Regular Season,12/10/2016,87,109,DAL,HOU,win,60,37,37,15,18,6,31,,22,0.727272727,6,0.5
164434,21600353,2016-2017 Regular Season,12/10/2016,101,130,BKN,SAS,win,53,50,44,10,30,6,38,,18,0.888888889,0,0.531914894
164863,21600354,2016-2017 Regular Season,12/10/2016,84,104,SAC,UTA,win,69,37,40,22,26,4,23,2,18,0.944444444,1,0.480519481
165302,21600355,2016-2017 Regular Season,12/10/2016,105,133,NOP,LAC,win,59,54,40,10,22,7,34,,9,0.888888889,0,0.574468085
165708,21600356,2016-2017 Regular Season,12/11/2016,97,79,PHI,DET,lose,45,32,50,15,28,3,15,4,14,0.714285714,-3,0.390243902
166175,21600357,2016-2017 Regular Season,12/11/2016,96,99,BOS,OKC,win,68,41,42,14,37,3,17,2,27,0.518518519,5,0.493975904
166644,21600358,2016-2017 Regular Season,12/11/2016,116,108,GSW,MIN,lose,65,36,45,16,25,4,17,6,36,0.75,0,0.444444444
167191,21600359,2016-2017 Regular Season,12/11/2016,120,119,NOP,PHX,lose,78,44,52,17,32,5,21,11,26,0.653846154,-1,0.458333333
167642,21600360,2016-2017 Regular Season,12/11/2016,118,112,NYK,LAL,lose,54,42,46,16,24,5,26,11,22,0.818181818,4,0.477272727
168090,21600361,2016-2017 Regular Season,12/12/2016,94,110,CHA,IND,win,62,43,45,11,22,5,24,,10,0.7,7,0.488636364
168528,21600362,2016-2017 Regular Season,12/12/2016,100,122,MIL,TOR,win,58,42,39,14,30,5,26,2,28,0.857142857,2,0.518518519
168973,21600363,2016-2017 Regular Season,12/12/2016,101,112,WAS,MIA,win,61,45,43,16,34,6,25,4,19,0.684210526,4,0.511363636
169493,21600364,2016-2017 Regular Season,12/12/2016,118,122,BKN,HOU,win,70,42,49,15,36,5,23,6,36,0.583333333,7,0.461538462
169899,21600365,2016-2017 Regular Season,12/12/2016,92,112,DEN,DAL,win,42,45,32,11,25,6,22,2,12,0.833333333,-6,0.584415584
170402,21600366,2016-2017 Regular Season,12/12/2016,120,121,POR,LAC,win,53,42,47,14,26,6,26,9,28,0.928571429,-4,0.471910112
170876,21600367,2016-2017 Regular Season,12/12/2016,92,116,LAL,SAC,win,63,47,37,23,31,5,23,2,21,0.571428571,5,0.55952381
171325,21600368,2016-2017 Regular Season,12/13/2016,86,103,MEM,CLE,win,61,37,44,19,29,3,21,4,23,0.739130435,0,0.456790123
171763,21600369,2016-2017 Regular Season,12/13/2016,131,120,ORL,ATL,lose,60,45,44,15,20,6,29,2,21,0.904761905,5,0.505617978
172206,21600370,2016-2017 Regular Season,12/13/2016,99,94,MIN,CHI,lose,59,38,49,10,27,4,20,4,19,0.736842105,-3,0.436781609
172664,21600371,2016-2017 Regular Season,12/13/2016,113,109,GSW,NOP,lose,59,39,43,17,28,5,26,5,21,0.80952381,-1,0.475609756
174180,21600374,2016-2017 Regular Season,12/14/2016,123,114,TOR,PHI,lose,61,43,43,16,26,5,29,8,25,0.76,3,0.5
174595,21600375,2016-2017 Regular Season,12/14/2016,106,109,CHA,WAS,win,53,45,42,14,25,6,27,6,17,0.823529412,0,0.517241379
175066,21600376,2016-2017 Regular Season,12/14/2016,113,108,LAC,ORL,lose,63,42,47,8,33,3,29,9,20,0.5,4,0.471910112
175526,21600377,2016-2017 Regular Season,12/14/2016,89,95,IND,MIA,win,77,37,45,16,26,5,23,2,25,0.56,3,0.451219512
176069,21600378,2016-2017 Regular Season,12/14/2016,97,107,LAL,BKN,win,83,33,53,16,23,4,19,8,40,0.75,2,0.38372093
176513,21600379,2016-2017 Regular Season,12/14/2016,85,93,CLE,MEM,win,70,35,46,17,20,4,22,4,16,0.6875,-6,0.432098765
176929,21600380,2016-2017 Regular Season,12/14/2016,98,132,SAC,HOU,win,56,50,35,17,22,6,40,2,16,0.625,1,0.588235294
177354,21600381,2016-2017 Regular Season,12/14/2016,95,85,DET,DAL,lose,38,32,46,12,19,2,19,8,16,0.8125,-3,0.41025641
177794,21600382,2016-2017 Regular Season,12/14/2016,89,109,OKC,UTA,win,51,42,30,15,25,5,22,,15,0.8,0,0.583333333
178221,21600383,2016-2017 Regular Season,12/14/2016,101,108,BOS,SAS,win,53,44,36,17,26,6,33,4,14,0.857142857,0,0.55
178662,21600384,2016-2017 Regular Season,12/15/2016,97,108,CHI,MIL,win,61,45,50,9,30,3,32,,13,0.538461538,3,0.473684211
179131,21600385,2016-2017 Regular Season,12/15/2016,95,102,IND,NOP,win,66,36,49,16,35,4,23,6,28,0.714285714,2,0.423529412
179632,21600386,2016-2017 Regular Season,12/15/2016,120,132,POR,DEN,win,57,43,41,15,27,8,27,10,35,0.885714286,-1,0.511904762
180093,21600387,2016-2017 Regular Season,12/15/2016,107,92,SAS,PHX,lose,42,34,51,14,17,5,15,2,18,0.777777778,3,0.4
180553,21600388,2016-2017 Regular Season,12/15/2016,90,103,NYK,GSW,win,71,45,51,19,25,4,41,4,8,0.5,1,0.46875
180974,21600389,2016-2017 Regular Season,12/16/2016,108,122,DET,WAS,win,49,44,33,6,29,6,30,2,27,0.814814815,-2,0.571428571
181490,21600390,2016-2017 Regular Season,12/16/2016,111,118,BKN,ORL,win,70,39,58,7,21,6,22,6,42,0.785714286,5,0.402061856
