,game_id,data_set,date,away_score,home_score,away_team,home_team,W_or_L,num_block,shots_made,shots_missed,turnover,top_player_score,num_players,num_assist,ft_last2min,ft_total,ft_pct,scorediff,fg_pct
3874830,21000895,2010-2011 Regular Season,3/1/2011,110,116,NYK,ORL,win,71,36,33,19,30,5,15,6,50,0.72,0,0.52173913
3875265,21000896,2010-2011 Regular Season,3/1/2011,101,93,DAL,PHI,lose,59,36,45,12,16,5,20,10,24,0.583333333,-4,0.444444444
3875675,21000897,2010-2011 Regular Season,3/1/2011,90,96,NOP,TOR,win,54,39,40,12,22,5,29,3,15,0.933333333,-2,0.493670886
3876125,21000898,2010-2011 Regular Season,3/1/2011,93,109,SAS,MEM,win,53,47,42,13,21,4,23,,16,0.9375,0,0.528089888
3876588,21000899,2010-2011 Regular Season,3/1/2011,90,92,DET,MIL,win,71,35,48,16,21,5,15,2,23,0.565217391,-2,0.421686747
3877019,21000900,2010-2011 Regular Season,3/1/2011,90,79,LAL,MIN,lose,49,31,47,13,20,3,18,6,16,0.8125,1,0.397435897
3877405,21000901,2010-2011 Regular Season,3/1/2011,103,87,HOU,POR,lose,46,32,42,17,22,4,20,,20,0.8,2,0.432432432
3877841,21000902,2010-2011 Regular Season,3/2/2011,80,83,CHI,ATL,win,62,33,49,14,31,4,21,4,17,0.705882353,4,0.402439024
3878297,21000903,2010-2011 Regular Season,3/2/2011,109,99,SAS,CLE,lose,56,36,55,10,23,5,19,4,28,0.75,2,0.395604396
3878815,21000904,2010-2011 Regular Season,3/2/2011,106,102,GSW,WAS,lose,65,36,53,13,31,4,16,6,36,0.722222222,3,0.404494382
3879286,21000905,2010-2011 Regular Season,3/2/2011,103,115,PHX,BOS,win,68,44,38,15,28,6,24,16,34,0.676470588,0,0.536585366
3879757,21000906,2010-2011 Regular Season,3/2/2011,116,105,MIN,DET,lose,56,39,50,10,22,6,29,8,31,0.709677419,-1,0.438202247
3880176,21000907,2010-2011 Regular Season,3/2/2011,88,107,NOP,NYK,win,54,42,35,16,24,5,28,2,20,0.65,3,0.545454545
3880674,21000908,2010-2011 Regular Season,3/2/2011,89,113,IND,OKC,win,67,38,41,16,21,4,26,3,34,0.823529412,-2,0.481012658
3881100,21000909,2010-2011 Regular Season,3/2/2011,80,120,CHA,DEN,win,61,45,29,16,16,7,34,,27,0.814814815,5,0.608108108
3881540,21000910,2010-2011 Regular Season,3/2/2011,107,102,POR,SAC,lose,54,42,37,16,28,5,16,6,17,0.764705882,0,0.53164557
3882422,21000912,2010-2011 Regular Season,3/3/2011,99,96,ORL,MIA,lose,50,35,40,15,29,3,13,8,30,0.766666667,1,0.466666667
3882858,21000913,2010-2011 Regular Season,3/3/2011,103,101,DEN,UTA,lose,54,43,40,17,22,5,25,10,12,0.833333333,-3,0.518072289
3883291,21000914,2010-2011 Regular Season,3/4/2011,103,116,TOR,NJN,win,55,45,36,12,25,5,24,6,25,0.76,0,0.555555556
3883738,21000915,2010-2011 Regular Season,3/4/2011,89,81,CHI,ORL,lose,56,31,39,18,20,4,14,6,23,0.565217391,1,0.442857143
3884158,21000916,2010-2011 Regular Season,3/4/2011,100,111,MIN,PHI,win,51,44,40,10,22,6,27,6,23,0.826086957,8,0.523809524
3884584,21000917,2010-2011 Regular Season,3/4/2011,111,104,OKC,ATL,lose,54,39,43,16,24,4,23,10,25,0.8,-1,0.475609756
3885012,21000918,2010-2011 Regular Season,3/4/2011,103,107,GSW,BOS,win,44,39,34,15,27,4,26,2,24,0.916666667,2,0.534246575
3885481,21000919,2010-2011 Regular Season,3/4/2011,119,115,CLE,NYK,lose,56,42,35,18,41,4,13,4,30,0.766666667,-6,0.545454545
3885914,21000920,2010-2011 Regular Season,3/4/2011,98,91,NOP,MEM,lose,53,34,43,16,20,5,23,11,23,0.695652174,-1,0.441558442
3886376,21000921,2010-2011 Regular Season,3/4/2011,108,116,IND,DAL,win,59,41,38,17,29,5,28,12,34,0.794117647,-1,0.518987342
3886803,21000922,2010-2011 Regular Season,3/4/2011,102,88,PHX,MIL,lose,55,35,49,15,21,4,13,2,17,0.882352941,2,0.416666667
3887224,21000923,2010-2011 Regular Season,3/4/2011,95,125,MIA,SAS,win,50,46,36,8,20,8,29,,23,0.695652174,6,0.56097561
3887656,21000924,2010-2011 Regular Season,3/4/2011,84,92,CHA,LAL,win,64,34,55,7,27,4,19,,21,0.904761905,-4,0.382022472
3888309,21000925,2010-2011 Regular Season,3/5/2011,136,137,TOR,NJN,win,81,48,57,19,34,6,34,12,39,0.743589744,2,0.457142857
3888804,21000926,2010-2011 Regular Season,3/5/2011,96,103,MIN,WAS,win,71,39,52,14,20,5,21,6,28,0.607142857,2,0.428571429
3889278,21000927,2010-2011 Regular Season,3/5/2011,95,112,IND,HOU,win,66,44,54,13,20,6,23,2,22,0.772727273,0,0.448979592
3889816,21000928,2010-2011 Regular Season,3/5/2011,102,109,SAC,UTA,win,72,40,48,16,27,6,22,6,33,0.757575758,8,0.454545455
3890226,21000929,2010-2011 Regular Season,3/5/2011,69,93,CHA,POR,win,47,32,42,10,26,3,17,4,25,0.84,5,0.432432432
3890717,21000930,2010-2011 Regular Season,3/5/2011,94,100,DEN,LAC,win,57,35,39,20,20,5,25,5,27,0.851851852,-2,0.472972973
3891124,21000931,2010-2011 Regular Season,3/6/2011,87,86,CHI,MIA,lose,49,33,35,17,26,4,18,4,23,0.739130435,4,0.485294118
3891564,21000932,2010-2011 Regular Season,3/6/2011,99,83,LAL,SAS,lose,62,31,55,13,15,3,14,4,19,0.736842105,5,0.360465116
3891962,21000933,2010-2011 Regular Season,3/6/2011,92,79,NYK,ATL,lose,51,33,41,22,17,4,15,4,9,0.777777778,0,0.445945946
3892414,21000934,2010-2011 Regular Season,3/6/2011,102,113,WAS,DET,win,71,47,44,10,20,7,29,4,14,0.857142857,0,0.516483516
3892831,21000936,2010-2011 Regular Season,3/6/2011,96,81,NOP,CLE,lose,58,28,48,18,17,4,19,4,27,0.703703704,5,0.368421053
3893345,21000937,2010-2011 Regular Season,3/6/2011,118,122,PHX,OKC,win,65,39,41,14,32,5,24,14,47,0.787234043,1,0.4875
3893791,21000938,2010-2011 Regular Season,3/6/2011,104,103,MEM,DAL,lose,49,37,36,15,26,5,21,6,23,0.826086957,-2,0.506849315
3894187,21000939,2010-2011 Regular Season,3/6/2011,89,83,BOS,MIL,lose,52,33,47,19,23,3,20,2,13,0.692307692,-4,0.4125
3894622,21000940,2010-2011 Regular Season,3/7/2011,92,87,LAC,CHA,lose,62,35,43,14,20,4,22,10,22,0.590909091,1,0.448717949
3895003,21000941,2010-2011 Regular Season,3/7/2011,89,85,POR,ORL,lose,55,33,38,21,22,3,14,4,9,0.888888889,3,0.464788732
3895453,21000942,2010-2011 Regular Season,3/7/2011,109,131,UTA,NYK,win,52,46,36,16,34,4,32,2,29,0.896551724,-1,0.56097561
3895871,21000943,2010-2011 Regular Season,3/7/2011,77,85,NOP,CHI,win,66,31,50,10,24,4,24,4,22,0.863636364,4,0.382716049
3896300,21000944,2010-2011 Regular Season,3/7/2011,101,107,OKC,MEM,win,62,44,41,7,20,5,22,10,26,0.653846154,2,0.517647059
3896774,21000945,2010-2011 Regular Season,3/7/2011,108,105,DAL,MIN,lose,63,39,49,17,23,4,23,8,26,0.615384615,-2,0.443181818
3897616,21000947,2010-2011 Regular Season,3/8/2011,101,87,LAL,ATL,lose,53,33,50,14,17,5,21,4,17,0.823529412,2,0.397590361
3898051,21000948,2010-2011 Regular Season,3/8/2011,95,85,GSW,CLE,lose,66,31,54,20,19,4,18,,23,0.826086957,2,0.364705882
3898503,21000949,2010-2011 Regular Season,3/8/2011,110,100,PHI,IND,lose,54,35,37,20,26,6,13,11,31,0.870967742,-3,0.486111111
3898955,21000950,2010-2011 Regular Season,3/8/2011,95,76,MIL,WAS,lose,70,32,53,23,22,4,17,,19,0.526315789,2,0.376470588
3899345,21000951,2010-2011 Regular Season,3/8/2011,105,96,POR,MIA,lose,45,37,35,15,38,3,20,2,19,0.789473684,0,0.513888889
3899796,21000952,2010-2011 Regular Season,3/8/2011,110,113,HOU,PHX,win,62,44,37,17,32,4,28,8,25,0.72,-3,0.543209877
3900174,21000953,2010-2011 Regular Season,3/9/2011,101,84,CHI,CHA,lose,49,37,44,12,20,5,26,1,11,0.636363636,0,0.456790123
3900608,21000954,2010-2011 Regular Season,3/9/2011,90,94,GSW,NJN,win,64,38,49,13,26,4,25,3,16,0.75,5,0.436781609
3901088,21000955,2010-2011 Regular Season,3/9/2011,110,105,OKC,PHI,lose,55,39,54,15,22,5,21,,21,0.80952381,-10,0.419354839
3901530,21000956,2010-2011 Regular Season,3/9/2011,96,94,UTA,TOR,lose,65,36,43,18,17,4,18,,24,0.75,-3,0.455696203
3901969,21000957,2010-2011 Regular Season,3/9/2011,108,103,LAC,BOS,lose,53,37,47,10,23,5,21,6,27,0.851851852,4,0.44047619
3902389,21000958,2010-2011 Regular Season,3/9/2011,110,108,NYK,MEM,lose,44,36,31,17,22,5,18,2,35,0.942857143,4,0.537313433
3902798,21000959,2010-2011 Regular Season,3/9/2011,90,110,CLE,MIL,win,53,43,35,14,18,6,23,,24,0.75,2,0.551282051
3903778,21000961,2010-2011 Regular Season,3/9/2011,92,93,DAL,NOP,win,67,34,44,11,21,4,13,9,29,0.724137931,7,0.435897436
3904203,21000962,2010-2011 Regular Season,3/9/2011,104,111,DET,SAS,win,48,45,25,15,23,6,21,4,20,0.75,-1,0.642857143
3904721,21000963,2010-2011 Regular Season,3/9/2011,106,102,ORL,SAC,lose,77,34,49,21,29,3,18,8,39,0.743589744,-3,0.409638554
3905151,21000964,2010-2011 Regular Season,3/10/2011,88,94,LAL,MIA,win,63,37,44,15,24,4,17,2,18,0.666666667,6,0.456790123
3905633,21000965,2010-2011 Regular Season,3/10/2011,109,127,NYK,DAL,win,61,48,46,12,23,5,26,6,24,0.833333333,-1,0.510638298
3906117,21000966,2010-2011 Regular Season,3/10/2011,116,97,DEN,PHX,lose,61,37,53,20,14,4,26,8,25,0.72,-4,0.411111111
3906580,21000967,2010-2011 Regular Season,3/11/2011,92,97,POR,CHA,win,61,33,44,18,29,5,17,11,30,0.866666667,5,0.428571429
3907074,21000968,2010-2011 Regular Season,3/11/2011,98,102,LAC,NJN,win,65,42,46,18,24,3,21,6,16,0.625,6,0.477272727
3907497,21000969,2010-2011 Regular Season,3/11/2011,86,89,BOS,PHI,win,58,33,47,8,14,5,22,2,25,0.72,-2,0.4125
3907967,21000970,2010-2011 Regular Season,3/11/2011,98,108,IND,TOR,win,65,43,38,14,29,5,25,4,30,0.6,0,0.530864198
3908361,21000971,2010-2011 Regular Season,3/11/2011,76,94,ATL,CHI,win,64,36,44,13,34,2,25,,19,0.947368421,-1,0.45
3908785,21000972,2010-2011 Regular Season,3/11/2011,101,122,UTA,MIN,win,55,46,38,16,24,5,29,2,25,0.8,0,0.547619048
3909180,21000973,2010-2011 Regular Season,3/11/2011,94,104,DET,OKC,win,47,36,36,12,24,5,25,5,27,0.851851852,1,0.5
3909619,21000974,2010-2011 Regular Season,3/11/2011,103,108,SAC,SAS,win,55,40,41,15,27,5,19,4,25,0.8,-5,0.49382716
3910087,21000975,2010-2011 Regular Season,3/11/2011,120,123,ORL,GSW,win,56,46,47,12,39,4,35,14,13,0.769230769,2,0.494623656
3910530,21000976,2010-2011 Regular Season,3/12/2011,85,118,MEM,MIA,win,53,40,29,16,28,4,27,3,30,0.866666667,-1,0.579710145
3911450,21000978,2010-2011 Regular Season,3/12/2011,122,101,LAC,WAS,lose,59,37,52,12,25,5,16,6,29,0.827586207,-3,0.415730337
3911888,21000979,2010-2011 Regular Season,3/12/2011,100,118,UTA,CHI,win,57,41,37,14,26,5,29,4,28,0.642857143,1,0.525641026
3912284,21000980,2010-2011 Regular Season,3/12/2011,74,102,PHI,MIL,win,57,40,36,16,17,5,27,3,19,0.684210526,0,0.526315789
3912744,21000981,2010-2011 Regular Season,3/12/2011,103,115,SAC,NOP,win,51,42,39,13,33,4,24,3,34,0.823529412,-4,0.518518519
3913190,21000982,2010-2011 Regular Season,3/12/2011,96,91,LAL,DAL,lose,64,37,49,13,25,3,21,6,15,0.866666667,-1,0.430232558
3913673,21000983,2010-2011 Regular Season,3/12/2011,115,107,SAS,HOU,lose,54,38,41,19,28,5,23,10,25,0.88,-7,0.481012658
3914065,21000984,2010-2011 Regular Season,3/12/2011,101,131,DET,DEN,win,55,46,36,12,31,8,33,1,29,0.724137931,1,0.56097561
3914498,21000985,2010-2011 Regular Season,3/13/2011,95,75,OKC,CLE,lose,67,27,53,18,13,2,16,,26,0.615384615,4,0.3375
3914955,21000986,2010-2011 Regular Season,3/13/2011,95,90,CHA,TOR,lose,61,33,46,22,17,4,19,4,31,0.64516129,0,0.417721519
3915415,21000987,2010-2011 Regular Season,3/13/2011,111,88,ORL,PHX,lose,60,31,49,12,19,5,18,8,32,0.6875,0,0.3875
3915827,21000988,2010-2011 Regular Season,3/13/2011,56,87,MIL,BOS,win,66,33,39,18,17,5,19,4,24,0.791666667,4,0.458333333
3916282,21000989,2010-2011 Regular Season,3/13/2011,106,93,IND,NYK,lose,63,30,52,15,28,3,11,6,34,0.764705882,0,0.365853659
3916750,21000990,2010-2011 Regular Season,3/13/2011,77,100,MIN,GSW,win,67,38,49,16,24,4,23,,22,0.772727273,0,0.436781609
3917181,21000991,2010-2011 Regular Season,3/14/2011,79,88,BOS,NJN,win,57,31,47,11,20,5,19,2,24,0.625,7,0.397435897
3917647,21000992,2010-2011 Regular Season,3/14/2011,116,89,OKC,WAS,lose,68,37,57,20,14,6,15,,23,0.652173913,2,0.393617021
3918080,21000993,2010-2011 Regular Season,3/14/2011,80,110,SAS,MIA,win,61,42,36,13,30,4,25,2,24,0.958333333,-3,0.538461538
3918507,21000994,2010-2011 Regular Season,3/14/2011,82,105,LAC,MEM,win,60,45,39,14,30,5,23,3,13,0.692307692,0,0.535714286
3918925,21000995,2010-2011 Regular Season,3/14/2011,114,103,DEN,NOP,lose,46,40,45,16,27,3,22,2,17,0.764705882,0,0.470588235
3919380,21000996,2010-2011 Regular Season,3/14/2011,93,95,PHX,HOU,win,67,35,50,16,23,5,21,6,25,0.76,0,0.411764706
3919875,21000997,2010-2011 Regular Season,3/14/2011,107,112,PHI,UTA,win,65,40,46,15,30,5,26,6,31,0.870967742,-1,0.465116279
3920355,21000998,2010-2011 Regular Season,3/14/2011,119,129,GSW,SAC,win,72,47,36,19,42,5,28,6,33,0.818181818,1,0.56626506
3920775,21000999,2010-2011 Regular Season,3/14/2011,84,97,ORL,LAL,win,62,39,50,5,23,5,21,2,19,0.684210526,-3,0.438202247
3921147,21000554,2010-2011 Regular Season,3/15/2011,85,110,MIL,ATL,win,50,46,27,22,36,4,31,,8,0.875,1,0.630136986
3922077,21001001,2010-2011 Regular Season,3/15/2011,79,98,WAS,CHI,win,70,36,54,12,23,3,24,1,23,0.608695652,2,0.4
3922464,21001002,2010-2011 Regular Season,3/15/2011,101,104,DAL,POR,win,45,40,45,7,30,4,19,4,23,0.782608696,2,0.470588235
3922876,21001003,2010-2011 Regular Season,3/16/2011,102,87,DEN,ATL,lose,50,34,48,10,19,5,24,,18,0.777777778,0,0.414634146
3923317,21001004,2010-2011 Regular Season,3/16/2011,80,92,IND,BOS,win,51,30,34,16,20,5,17,6,33,0.787878788,-5,0.46875
3923712,21001005,2010-2011 Regular Season,3/16/2011,93,107,TOR,DET,win,52,42,39,10,24,3,33,2,23,0.652173913,-2,0.518518519
3924185,21001006,2010-2011 Regular Season,3/16/2011,96,85,OKC,MIA,lose,61,30,48,15,21,4,14,6,28,0.785714286,-2,0.384615385
3924650,21001007,2010-2011 Regular Season,3/16/2011,93,89,ORL,MIL,lose,60,35,48,18,23,4,25,12,17,0.764705882,0,0.421686747
3925078,21001008,2010-2011 Regular Season,3/16/2011,95,100,PHX,NOP,win,59,38,42,17,26,4,22,6,23,0.782608696,0,0.475
3925503,21001009,2010-2011 Regular Season,3/16/2011,78,94,CHA,HOU,win,68,36,51,13,21,5,23,5,16,0.875,3,0.413793103
3925987,21001010,2010-2011 Regular Season,3/16/2011,104,119,MIN,UTA,win,63,46,38,14,40,5,28,4,28,0.714285714,-4,0.547619048
3926464,21001011,2010-2011 Regular Season,3/16/2011,97,93,CLE,SAC,lose,72,38,62,15,23,5,22,6,13,0.615384615,-3,0.38
3926882,21001012,2010-2011 Regular Season,3/16/2011,112,106,DAL,GSW,lose,45,42,40,13,26,5,24,6,19,0.684210526,1,0.512195122
3927365,21001013,2010-2011 Regular Season,3/16/2011,104,94,PHI,LAC,lose,63,36,43,17,20,4,19,5,34,0.529411765,3,0.455696203
3927823,21001014,2010-2011 Regular Season,3/17/2011,84,73,CHI,NJN,lose,66,29,54,15,22,3,22,4,18,0.666666667,-4,0.34939759
3928245,21001015,2010-2011 Regular Season,3/17/2011,99,120,MEM,NYK,win,46,41,38,13,29,4,25,,21,0.857142857,4,0.518987342
3928643,21001016,2010-2011 Regular Season,3/17/2011,70,111,CLE,POR,win,55,45,38,13,20,6,29,2,13,0.769230769,6,0.542168675
3929188,21001017,2010-2011 Regular Season,3/18/2011,108,115,CHI,IND,win,73,40,53,12,29,4,20,14,35,0.857142857,2,0.430107527
3929659,21001018,2010-2011 Regular Season,3/18/2011,82,85,DEN,ORL,win,65,28,47,18,16,5,17,10,31,0.64516129,1,0.373333333
3930150,21001019,2010-2011 Regular Season,3/18/2011,107,116,WAS,TOR,win,55,38,38,18,33,4,26,4,41,0.804878049,1,0.5
3930572,21001020,2010-2011 Regular Season,3/18/2011,106,85,MIA,ATL,lose,44,35,44,6,15,5,21,,22,0.545454545,3,0.443037975
3930985,21001021,2010-2011 Regular Season,3/18/2011,95,99,NYK,DET,win,55,40,44,13,16,6,26,2,21,0.666666667,6,0.476190476
3931385,21001022,2010-2011 Regular Season,3/18/2011,82,99,CHA,OKC,win,54,38,34,14,25,4,23,2,22,0.727272727,2,0.527777778
3931813,21001023,2010-2011 Regular Season,3/18/2011,97,91,SAS,DAL,lose,53,36,37,21,23,4,20,5,17,0.764705882,4,0.493150685
3932230,21001024,2010-2011 Regular Season,3/18/2011,77,93,BOS,HOU,win,58,32,41,16,25,4,22,2,23,0.913043478,-1,0.438356164
3932636,21001025,2010-2011 Regular Season,3/18/2011,95,110,NJN,MIL,win,53,46,35,10,26,5,25,2,9,0.888888889,3,0.567901235
3933108,21001026,2010-2011 Regular Season,3/18/2011,97,108,GSW,PHX,win,57,38,48,12,18,5,25,2,30,0.8,1,0.441860465
3933589,21001027,2010-2011 Regular Season,3/18/2011,102,80,PHI,SAC,lose,69,29,55,22,19,3,17,3,28,0.607142857,1,0.345238095
3934041,21001028,2010-2011 Regular Season,3/18/2011,98,106,MIN,LAL,win,58,40,44,16,25,4,24,6,23,0.782608696,2,0.476190476
3934436,21001029,2010-2011 Regular Season,3/19/2011,92,100,CLE,LAC,win,46,37,40,16,30,4,25,2,18,0.944444444,-2,0.480519481
3935319,21001031,2010-2011 Regular Season,3/19/2011,78,99,IND,MEM,win,65,44,41,13,19,4,25,,17,0.647058824,-1,0.517647059
3935707,21001032,2010-2011 Regular Season,3/19/2011,89,85,BOS,NOP,lose,49,33,40,14,32,4,21,4,18,0.666666667,-2,0.452054795
3936127,21001033,2010-2011 Regular Season,3/19/2011,98,109,CHA,SAS,win,50,39,35,13,19,5,31,,24,0.583333333,-1,0.527027027
3936525,21001034,2010-2011 Regular Season,3/19/2011,101,110,PHI,POR,win,44,37,35,11,28,4,29,4,29,0.862068966,-1,0.513888889
3936970,21001035,2010-2011 Regular Season,3/20/2011,92,98,NJN,WAS,win,50,42,39,13,26,4,21,4,17,0.764705882,4,0.518518519
3937354,21001036,2010-2011 Regular Season,3/20/2011,96,104,DET,ATL,win,50,37,33,11,18,6,25,8,31,0.741935484,5,0.528571429
3937808,21001037,2010-2011 Regular Season,3/20/2011,95,100,NYK,MIL,win,66,31,41,15,30,5,18,10,37,0.837837838,-2,0.430555556
3938284,21001038,2010-2011 Regular Season,3/20/2011,127,95,SAC,MIN,lose,52,35,44,25,22,4,20,4,24,0.75,-6,0.443037975
3938700,21001039,2010-2011 Regular Season,3/20/2011,108,99,PHX,LAC,lose,57,38,46,12,21,5,24,4,17,0.823529412,2,0.452380952
3939197,21001040,2010-2011 Regular Season,3/20/2011,108,110,UTA,HOU,win,66,33,49,11,34,3,18,12,41,0.87804878,-6,0.402439024
3939654,21001041,2010-2011 Regular Season,3/20/2011,95,93,TOR,OKC,lose,60,30,45,11,23,3,18,4,35,0.8,-3,0.4
3940104,21001042,2010-2011 Regular Season,3/20/2011,73,101,GSW,DAL,win,66,34,45,18,20,3,24,8,25,0.84,1,0.430379747
3940509,21001043,2010-2011 Regular Season,3/20/2011,80,84,POR,LAL,win,55,35,43,14,22,4,24,1,12,0.916666667,2,0.448717949
3940939,21001044,2010-2011 Regular Season,3/21/2011,97,86,ORL,CLE,lose,54,32,49,15,18,3,24,2,21,0.80952381,1,0.395061728
3941425,21001045,2010-2011 Regular Season,3/21/2011,102,98,IND,NJN,lose,61,39,59,12,20,5,25,12,18,0.666666667,6,0.397959184
3941862,21001046,2010-2011 Regular Season,3/21/2011,96,86,BOS,NYK,lose,50,30,44,14,22,4,20,2,25,0.76,-6,0.405405405
3942285,21001047,2010-2011 Regular Season,3/21/2011,92,132,SAC,CHI,win,52,49,31,10,18,8,34,,31,0.709677419,7,0.6125
3942698,21001048,2010-2011 Regular Season,3/21/2011,85,103,UTA,MEM,win,57,45,44,11,19,7,33,2,10,0.8,0,0.505617978
3943122,21001049,2010-2011 Regular Season,3/21/2011,96,111,GSW,SAS,win,51,42,43,12,28,5,29,,19,0.842105263,2,0.494117647
3943611,21001050,2010-2011 Regular Season,3/21/2011,90,123,TOR,DEN,win,69,43,47,18,23,7,31,,37,0.810810811,0,0.477777778
3944008,21001051,2010-2011 Regular Season,3/22/2011,114,81,CHI,ATL,lose,43,29,35,14,20,4,16,2,24,0.75,4,0.453125
3944472,21001052,2010-2011 Regular Season,3/22/2011,76,111,WAS,POR,win,63,40,40,21,28,5,26,,31,0.838709677,0,0.5
3945016,21001053,2010-2011 Regular Season,3/22/2011,137,139,PHX,LAL,win,77,53,67,9,42,5,30,9,25,0.88,-2,0.441666667
3945456,21001054,2010-2011 Regular Season,3/23/2011,111,88,IND,CHA,lose,51,32,40,14,17,5,21,4,29,0.724137931,-2,0.444444444
3946024,21001055,2010-2011 Regular Season,3/23/2011,98,94,NJN,CLE,lose,83,34,57,16,21,3,15,18,35,0.685714286,-6,0.373626374
3946407,21001056,2010-2011 Regular Season,3/23/2011,100,105,ATL,PHI,win,52,41,43,6,17,7,22,8,18,0.722222222,-4,0.488095238
3946836,21001057,2010-2011 Regular Season,3/23/2011,90,87,MEM,BOS,lose,50,29,40,21,22,5,24,4,23,0.956521739,-2,0.420289855
3947246,21001058,2010-2011 Regular Season,3/23/2011,100,94,MIA,DET,lose,48,35,36,13,27,4,28,9,26,0.769230769,0,0.492957746
3947689,21001059,2010-2011 Regular Season,3/23/2011,111,99,ORL,NYK,lose,48,34,50,12,24,4,20,10,24,0.791666667,-7,0.404761905
3948126,21001060,2010-2011 Regular Season,3/23/2011,97,90,SAC,MIL,lose,52,37,44,15,30,4,23,8,12,0.833333333,-3,0.456790123
3948556,21001061,2010-2011 Regular Season,3/23/2011,94,106,UTA,OKC,win,50,36,30,15,31,5,15,6,36,0.833333333,1,0.545454545
3949022,21001062,2010-2011 Regular Season,3/23/2011,112,131,GSW,HOU,win,63,46,45,11,34,6,35,2,35,0.771428571,2,0.505494505
3949454,21001063,2010-2011 Regular Season,3/23/2011,106,114,TOR,PHX,win,56,42,48,11,25,6,26,4,22,0.818181818,8,0.466666667
3949918,21001064,2010-2011 Regular Season,3/23/2011,112,115,SAS,DEN,win,60,39,38,7,27,6,22,2,39,0.641025641,1,0.506493506
3950480,21001065,2010-2011 Regular Season,3/23/2011,119,127,WAS,LAC,win,71,46,47,26,33,4,36,6,33,0.787878788,6,0.494623656
3950894,21001066,2010-2011 Regular Season,3/24/2011,96,104,MIN,DAL,win,51,42,43,17,30,4,31,4,15,0.8,4,0.494117647
3951366,21001067,2010-2011 Regular Season,3/24/2011,121,117,NOP,UTA,lose,60,44,42,13,33,6,23,18,25,0.84,-2,0.511627907
3951854,21001068,2010-2011 Regular Season,3/25/2011,110,93,SAC,IND,lose,64,32,59,16,20,4,15,1,30,0.833333333,0,0.351648352
3952252,21001069,2010-2011 Regular Season,3/25/2011,85,95,NJN,ORL,win,58,37,36,16,21,5,24,,23,0.434782609,2,0.506849315
3952691,21001070,2010-2011 Regular Season,3/25/2011,83,81,CHA,BOS,lose,53,29,42,19,18,4,15,2,26,0.769230769,-1,0.408450704
3953132,21001071,2010-2011 Regular Season,3/25/2011,91,97,DET,CLE,win,67,38,44,19,24,4,21,2,20,0.75,2,0.463414634
3953570,21001072,2010-2011 Regular Season,3/25/2011,99,111,PHI,MIA,win,65,41,42,16,39,3,22,2,28,0.785714286,3,0.493975904
3954002,21001073,2010-2011 Regular Season,3/25/2011,102,96,MIL,NYK,lose,57,36,54,12,28,3,13,4,23,0.869565217,4,0.4
3954473,21001074,2010-2011 Regular Season,3/25/2011,96,99,MEM,CHI,win,67,34,48,15,24,3,19,3,31,0.806451613,1,0.414634146
3954938,21001075,2010-2011 Regular Season,3/25/2011,103,111,MIN,OKC,win,56,44,40,17,23,7,24,6,28,0.678571429,-8,0.523809524
3955399,21001076,2010-2011 Regular Season,3/25/2011,94,114,WAS,DEN,win,57,42,43,15,17,6,29,2,24,0.791666667,-2,0.494117647
3955832,21001077,2010-2011 Regular Season,3/25/2011,106,100,NOP,PHX,lose,54,35,36,17,18,6,24,2,25,0.76,-6,0.492957746
3957130,21001080,2010-2011 Regular Season,3/25/2011,104,112,LAC,LAL,win,61,39,39,14,37,4,19,6,39,0.717948718,1,0.5
3957535,21001081,2010-2011 Regular Season,3/26/2011,87,98,NJN,ATL,win,55,39,39,14,23,5,23,2,22,0.727272727,-2,0.5
3958025,21001082,2010-2011 Regular Season,3/26/2011,106,114,NYK,CHA,win,72,43,48,6,20,8,23,10,28,0.821428571,1,0.472527473
3958438,21001083,2010-2011 Regular Season,3/26/2011,88,100,IND,DET,win,54,39,37,17,23,4,23,2,21,0.666666667,5,0.513157895
3958856,21001084,2010-2011 Regular Season,3/26/2011,95,87,CHI,MIL,lose,46,31,48,12,25,4,17,1,21,0.904761905,-6,0.392405063
3959298,21001085,2010-2011 Regular Season,3/26/2011,94,77,DAL,UTA,lose,53,32,44,22,21,3,18,8,17,0.588235294,-6,0.421052632
3959782,21001086,2010-2011 Regular Season,3/26/2011,90,94,TOR,LAC,win,74,39,45,19,22,4,22,4,23,0.652173913,3,0.464285714
3960346,21001087,2010-2011 Regular Season,3/27/2011,114,111,SAC,PHI,lose,57,40,51,14,28,5,22,10,36,0.722222222,-8,0.43956044
3960785,21001088,2010-2011 Regular Season,3/27/2011,99,83,ATL,CLE,lose,58,32,55,12,19,5,16,4,20,0.7,-1,0.367816092
3961254,21001089,2010-2011 Regular Season,3/27/2011,119,125,HOU,MIA,win,69,46,46,10,33,4,16,6,34,0.823529412,-2,0.5
3961713,21001090,2010-2011 Regular Season,3/27/2011,104,111,SAS,MEM,win,62,42,35,16,23,6,19,10,30,0.7,5,0.545454545
3962148,21001091,2010-2011 Regular Season,3/27/2011,85,82,BOS,MIN,lose,66,30,50,16,28,4,16,10,23,0.652173913,1,0.375
3962595,21001092,2010-2011 Regular Season,3/27/2011,90,99,POR,OKC,win,60,32,43,15,28,3,13,5,29,0.896551724,7,0.426666667
